name,role,age,market_value,squadra,stagione
Andrea Favilli,"Andrea Favilli            




            Punta centrale",17/mag/1997 (25),"1,50 mln €",Genoa CFC,2021
Aleksander Buksa,"Aleksander Buksa            




            Punta centrale",15/gen/2003 (19),"1,20 mln €",Genoa CFC,2021
Flavio Bianchi,"Flavio Bianchi            




            Punta centrale",24/gen/2000 (22),900 mila €,Genoa CFC,2021
Sergio Romero,"Sergio Romero  




            Portiere",22/feb/1987 (35),700 mila €,Venezia FC,2021
Luca Lezzerini,"Luca Lezzerini            




            Portiere",24/mar/1995 (27),500 mila €,Venezia FC,2021
Filippo Neri,"Filippo Neri            




            Portiere",04/dic/2002 (19),250 mila €,Venezia FC,2021
Niki Mäenpää,"Niki Mäenpää            




            Portiere",23/gen/1985 (37),200 mila €,Venezia FC,2021
Bruno Bertinato,"Bruno Bertinato            




            Portiere",31/mag/1998 (24),75 mila €,Venezia FC,2021
Riccardo Pigozzo,"Riccardo Pigozzo            




            Portiere",26/feb/2000 (22),25 mila €,Venezia FC,2021
Roman Lazar,"Roman Lazar            




            Portiere",14/gen/2004 (18),-,Venezia FC,2021
Mattia Caldara,"Mattia Caldara            




            Difensore centrale",05/mag/1994 (28),"3,50 mln €",Venezia FC,2021
Pietro Ceccaroni,"Pietro Ceccaroni            




            Difensore centrale",21/dic/1995 (26),"2,40 mln €",Venezia FC,2021
Michael Svoboda,"Michael Svoboda  




            Difensore centrale",15/ott/1998 (23),900 mila €,Venezia FC,2021
Marco Modolo,"Marco Modolo            




            Difensore centrale",23/mar/1989 (33),400 mila €,Venezia FC,2021
Melvin Rémy,"Melvin Rémy            




            Difensore centrale",19/lug/2003 (18),50 mila €,Venezia FC,2021
Morré Makadji,"Morré Makadji            




            Difensore centrale",02/mar/2004 (18),-,Venezia FC,2021
Maximilian Ullmann,"Maximilian Ullmann            




            Terzino sinistro",17/giu/1996 (26),"2,00 mln €",Venezia FC,2021
Ridgeciano Haps,"Ridgeciano Haps            




            Terzino sinistro",12/giu/1993 (29),"1,80 mln €",Venezia FC,2021
David Schnegg,"David Schnegg            




            Terzino sinistro",29/set/1998 (23),500 mila €,Venezia FC,2021
Cristian Molinaro,"Cristian Molinaro            




            Terzino sinistro",30/lug/1983 (38),250 mila €,Venezia FC,2021
Pasquale Mazzocchi,"Pasquale Mazzocchi            




            Terzino destro",27/lug/1995 (26),"1,50 mln €",Venezia FC,2021
Tyronne Ebuehi,"Tyronne Ebuehi            




            Terzino destro",16/dic/1995 (26),"1,40 mln €",Venezia FC,2021
Ales Mateju,"Ales Mateju            




            Terzino destro",03/giu/1996 (26),"1,00 mln €",Venezia FC,2021
Jakob Pálsson,"Jakob Pálsson            




            Terzino destro",07/gen/2003 (19),100 mila €,Venezia FC,2021
Ethan Ampadu,"Ethan Ampadu  




            Mediano",14/set/2000 (21),"13,00 mln €",Venezia FC,2021
Tanner Tessmann,"Tanner Tessmann            




            Mediano",24/set/2001 (20),"2,50 mln €",Venezia FC,2021
Luca Fiordilino,"Luca Fiordilino            




            Mediano",25/lug/1996 (25),"1,00 mln €",Venezia FC,2021
Antonio Junior Vacca,"Antonio Junior Vacca            




            Mediano",13/mag/1990 (32),700 mila €,Venezia FC,2021
Damiano Pecile,"Damiano Pecile            




            Mediano",11/apr/2002 (20),100 mila €,Venezia FC,2021
Filippo Mozzo,"Filippo Mozzo            




            Mediano",21/apr/2004 (18),-,Venezia FC,2021
Gianluca Busio,"Gianluca Busio            




            Centrale",28/mag/2002 (20),"8,50 mln €",Venezia FC,2021
Michaël Cuisance,"Michaël Cuisance            




            Centrale",16/ago/1999 (22),"4,00 mln €",Venezia FC,2021
Sofian Kiyine,"Sofian Kiyine            




            Centrale",02/ott/1997 (24),"2,10 mln €",Venezia FC,2021
Domen Crnigoj,"Domen Crnigoj            




            Centrale",18/nov/1995 (26),"1,50 mln €",Venezia FC,2021
Dor Peretz,"Dor Peretz            




            Centrale",17/mag/1995 (27),"1,40 mln €",Venezia FC,2021
Jacopo Dezi,"Jacopo Dezi            




            Centrale",10/feb/1992 (30),500 mila €,Venezia FC,2021
Bjarki Bjarkason,"Bjarki Bjarkason            




            Centrocampista di sinistra",11/mag/2000 (22),150 mila €,Venezia FC,2021
Mattia Aramu,"Mattia Aramu            




            Trequartista",14/mag/1995 (27),"4,00 mln €",Venezia FC,2021
Daan Heymans,"Daan Heymans            




            Trequartista",15/giu/1999 (23),"1,20 mln €",Venezia FC,2021
Lauri Ala-Myllymäki,"Lauri Ala-Myllymäki            




            Trequartista",04/giu/1997 (25),300 mila €,Venezia FC,2021
Nicolas Galazzi,"Nicolas Galazzi            




            Trequartista",18/dic/2000 (21),225 mila €,Venezia FC,2021
Patrick Leal,"Patrick Leal            




            Trequartista",21/feb/2003 (19),75 mila €,Venezia FC,2021
Arnór Sigurdsson,"Arnór Sigurdsson  




            Ala sinistra",15/mag/1999 (23),"2,30 mln €",Venezia FC,2021
Francesco Di Mariano,"Francesco Di Mariano  




            Ala sinistra",20/apr/1996 (26),"2,00 mln €",Venezia FC,2021
Dennis Johnsen,"Dennis Johnsen            




            Ala sinistra",17/feb/1998 (24),"1,40 mln €",Venezia FC,2021
Nani,"Nani            




            Ala sinistra",17/nov/1986 (35),700 mila €,Venezia FC,2021
Issa Bah,"Issa Bah            




            Ala sinistra",05/lug/2002 (19),75 mila €,Venezia FC,2021
Jack de Vries,"Jack de Vries            




            Ala destra",28/mar/2002 (20),200 mila €,Venezia FC,2021
Thomas Henry,"Thomas Henry            




            Punta centrale",20/set/1994 (27),"5,00 mln €",Venezia FC,2021
David Okereke,"David Okereke            




            Punta centrale",29/ago/1997 (24),"4,50 mln €",Venezia FC,2021
Jean-Pierre Nsame,"Jean-Pierre Nsame            




            Punta centrale",01/mag/1993 (29),"4,00 mln €",Venezia FC,2021
Francesco Forte,"Francesco Forte            




            Punta centrale",01/mag/1993 (29),"1,70 mln €",Venezia FC,2021
Óttar Magnús Karlsson,"Óttar Magnús Karlsson            




            Punta centrale",21/feb/1997 (25),300 mila €,Venezia FC,2021
Hilmir Rafn Mikaelsson,"Hilmir Rafn Mikaelsson            




            Punta centrale",02/feb/2004 (18),-,Venezia FC,2021
Ivan Provedel,"Ivan Provedel            




            Portiere",17/mar/1994 (28),"3,50 mln €",Spezia Calcio,2021
Jeroen Zoet,"Jeroen Zoet            




            Portiere",06/gen/1991 (31),850 mila €,Spezia Calcio,2021
Petar Zovko,"Petar Zovko            




            Portiere",25/mar/2002 (20),100 mila €,Spezia Calcio,2021
Martin Erlić,"Martin Erlić            




            Difensore centrale",24/gen/1998 (24),"5,50 mln €",Spezia Calcio,2021
Dimitrios Nikolaou,"Dimitrios Nikolaou            




            Difensore centrale",13/ago/1998 (23),"4,00 mln €",Spezia Calcio,2021
Jakub Kiwior,"Jakub Kiwior            




            Difensore centrale",15/feb/2000 (22),"3,00 mln €",Spezia Calcio,2021
Petko Hristov,"Petko Hristov            




            Difensore centrale",01/mar/1999 (23),"1,00 mln €",Spezia Calcio,2021
Nicolò Bertola,"Nicolò Bertola            




            Difensore centrale",23/mar/2003 (19),300 mila €,Spezia Calcio,2021
Arkadiusz Reca,"Arkadiusz Reca            




            Terzino sinistro",17/giu/1995 (27),"3,00 mln €",Spezia Calcio,2021
Kelvin Amian,"Kelvin Amian            




            Terzino destro",08/feb/1998 (24),"3,50 mln €",Spezia Calcio,2021
Luca Vignali,"Luca Vignali  




            Terzino destro",11/gen/1996 (26),"1,30 mln €",Spezia Calcio,2021
Salva Ferrer,"Salva Ferrer            




            Terzino destro",21/gen/1998 (24),"1,30 mln €",Spezia Calcio,2021
Léo Sena,"Léo Sena            




            Mediano",31/dic/1995 (26),"1,50 mln €",Spezia Calcio,2021
Aurélien Nguiamba,"Aurélien Nguiamba            




            Mediano",18/gen/1999 (23),400 mila €,Spezia Calcio,2021
Giulio Maggiore,"Giulio Maggiore  




            Centrale",12/mar/1998 (24),"8,50 mln €",Spezia Calcio,2021
Simone Bastoni,"Simone Bastoni            




            Centrale",05/nov/1996 (25),"7,50 mln €",Spezia Calcio,2021
Aimar Sher,"Aimar Sher            




            Centrale",20/dic/2002 (19),"1,00 mln €",Spezia Calcio,2021
Mehdi Bourabia,"Mehdi Bourabia            




            Centrale",07/ago/1991 (30),900 mila €,Spezia Calcio,2021
Jacopo Sala,"Jacopo Sala            




            Centrale",05/dic/1991 (30),500 mila €,Spezia Calcio,2021
Niccolò Pietra,"Niccolò Pietra            




            Centrale",28/set/2003 (18),100 mila €,Spezia Calcio,2021
Emmanuel Gyasi,"Emmanuel Gyasi            




            Centrocampista di destra",11/gen/1994 (28),"2,50 mln €",Spezia Calcio,2021
Kevin Agudelo,"Kevin Agudelo            




            Trequartista",14/nov/1998 (23),"3,50 mln €",Spezia Calcio,2021
Viktor Kovalenko,"Viktor Kovalenko            




            Trequartista",14/feb/1996 (26),"3,00 mln €",Spezia Calcio,2021
Suf Podgoreanu,"Suf Podgoreanu            




            Ala sinistra",20/gen/2002 (20),500 mila €,Spezia Calcio,2021
Daniele Verde,"Daniele Verde            




            Ala destra",20/giu/1996 (26),"5,00 mln €",Spezia Calcio,2021
Ebrima Colley,"Ebrima Colley   




            Ala destra",01/feb/2000 (22),"3,20 mln €",Spezia Calcio,2021
Dennis Deloriè,"Dennis Deloriè  




            Seconda punta",06/nov/2004 (17),-,Spezia Calcio,2021
Janis Antiste,"Janis Antiste            




            Punta centrale",18/ago/2002 (19),"4,00 mln €",Spezia Calcio,2021
Eddie Salcedo,"Eddie Salcedo            




            Punta centrale",01/ott/2001 (20),"3,50 mln €",Spezia Calcio,2021
M'Bala Nzola,"M'Bala Nzola            




            Punta centrale",18/ago/1996 (25),"2,00 mln €",Spezia Calcio,2021
Rey Manaj,"Rey Manaj            




            Punta centrale",24/feb/1997 (25),"1,50 mln €",Spezia Calcio,2021
David Strelec,"David Strelec  




            Punta centrale",04/apr/2001 (21),"1,40 mln €",Spezia Calcio,2021
Samuel Mraz,"Samuel Mraz            




            Punta centrale",13/mag/1997 (25),600 mila €,Spezia Calcio,2021
Diego Zuppel,"Diego Zuppel            




            Punta centrale",01/nov/2002 (19),50 mila €,Spezia Calcio,2021
Luigi Sepe,"Luigi Sepe            




            Portiere",08/mag/1991 (31),"1,40 mln €",US Salernitana,2021
Vid Belec,"Vid Belec            




            Portiere",06/giu/1990 (32),500 mila €,US Salernitana,2021
Vincenzo Fiorillo,"Vincenzo Fiorillo            




            Portiere",13/gen/1990 (32),300 mila €,US Salernitana,2021
Antonio Russo,"Antonio Russo            




            Portiere",01/feb/2000 (22),100 mila €,US Salernitana,2021
Guido Guerrieri,"Guido Guerrieri            




            Portiere",25/feb/1996 (26),75 mila €,US Salernitana,2021
Jacopo De Matteis,"Jacopo De Matteis            




            Portiere",28/dic/2002 (19),50 mila €,US Salernitana,2021
Radu Drăgușin,"Radu Drăgușin  




            Difensore centrale",03/feb/2002 (20),"3,50 mln €",US Salernitana,2021
Luca Ranieri,"Luca Ranieri            




            Difensore centrale",23/apr/1999 (23),"2,50 mln €",US Salernitana,2021
Norbert Gyömbér,"Norbert Gyömbér            




            Difensore centrale",03/lug/1992 (29),"1,00 mln €",US Salernitana,2021
Luka Bogdan,"Luka Bogdan            




            Difensore centrale",26/mar/1996 (26),850 mila €,US Salernitana,2021
Riccardo Gagliolo,"Riccardo Gagliolo  




            Difensore centrale",28/apr/1990 (32),800 mila €,US Salernitana,2021
Federico Fazio,"Federico Fazio            




            Difensore centrale",17/mar/1987 (35),600 mila €,US Salernitana,2021
Stefan Strandberg,"Stefan Strandberg            




            Difensore centrale",25/lug/1990 (31),500 mila €,US Salernitana,2021
Frédéric Veseli,"Frédéric Veseli            




            Difensore centrale",20/nov/1992 (29),400 mila €,US Salernitana,2021
Filippo Delli Carri,"Filippo Delli Carri  




            Difensore centrale",03/mag/1999 (23),350 mila €,US Salernitana,2021
Ramzi Aya,"Ramzi Aya   




            Difensore centrale",08/feb/1990 (32),250 mila €,US Salernitana,2021
Andrei Motoc,"Andrei Motoc  




            Difensore centrale",13/dic/2002 (19),100 mila €,US Salernitana,2021
Mario Perrone,"Mario Perrone            




            Difensore centrale",06/feb/2003 (19),75 mila €,US Salernitana,2021
Pawel Jaroszynski,"Pawel Jaroszynski            




            Terzino sinistro",02/ott/1994 (27),600 mila €,US Salernitana,2021
Tommaso De Lorenzo,"Tommaso De Lorenzo            




            Terzino sinistro",12/gen/2004 (18),-,US Salernitana,2021
Pasquale Mazzocchi,"Pasquale Mazzocchi            




            Terzino destro",27/lug/1995 (26),"1,50 mln €",US Salernitana,2021
Wajdi Kechrida,"Wajdi Kechrida            




            Terzino destro",05/nov/1995 (26),800 mila €,US Salernitana,2021
Emil Bohinen,"Emil Bohinen            




            Mediano",12/mar/1999 (23),"4,00 mln €",US Salernitana,2021
Ivan Radovanovic,"Ivan Radovanovic            




            Mediano",29/ago/1988 (33),600 mila €,US Salernitana,2021
Andrea Schiavone,"Andrea Schiavone            




            Mediano",25/feb/1993 (29),400 mila €,US Salernitana,2021
Francesco Di Tacchio,"Francesco Di Tacchio            




            Mediano",20/apr/1990 (32),400 mila €,US Salernitana,2021
Éderson,"Éderson  




            Centrale",07/lug/1999 (22),"13,00 mln €",US Salernitana,2021
Lassana Coulibaly,"Lassana Coulibaly            




            Centrale",10/apr/1996 (26),"3,00 mln €",US Salernitana,2021
Mamadou Coulibaly,"Mamadou Coulibaly            




            Centrale",03/feb/1999 (23),"2,50 mln €",US Salernitana,2021
Leonardo Capezzi,"Leonardo Capezzi            




            Centrale",28/mar/1995 (27),600 mila €,US Salernitana,2021
Joel Obi,"Joel Obi            




            Centrale",22/mag/1991 (31),500 mila €,US Salernitana,2021
Alessandro Russo,"Alessandro Russo            




            Centrale",06/set/2003 (18),100 mila €,US Salernitana,2021
Antonio Pio Iervolino,"Antonio Pio Iervolino            




            Centrale",23/mag/2003 (19),50 mila €,US Salernitana,2021
Nadir Zortea,"Nadir Zortea            




            Centrocampista di destra",19/giu/1999 (23),"1,40 mln €",US Salernitana,2021
Sedrick Kalombo,"Sedrick Kalombo            




            Centrocampista di destra",08/feb/1995 (27),150 mila €,US Salernitana,2021
Matteo Ruggeri,"Matteo Ruggeri            




            Centrocampista di sinistra",11/lug/2002 (19),"2,00 mln €",US Salernitana,2021
Simone Verdi,"Simone Verdi            




            Trequartista",12/lug/1992 (29),"5,00 mln €",US Salernitana,2021
Grigoris Kastanos,"Grigoris Kastanos            




            Trequartista",30/gen/1998 (24),"1,50 mln €",US Salernitana,2021
Franck Ribéry,"Franck Ribéry            




            Ala sinistra",07/apr/1983 (39),"1,00 mln €",US Salernitana,2021
Diego Perotti,"Diego Perotti            




            Ala sinistra",26/lug/1988 (33),500 mila €,US Salernitana,2021
Lys Mousset,"Lys Mousset            




            Punta centrale",08/feb/1996 (26),"6,00 mln €",US Salernitana,2021
Federico Bonazzoli,"Federico Bonazzoli            




            Punta centrale",21/mag/1997 (25),"5,00 mln €",US Salernitana,2021
Mikael,"Mikael            




            Punta centrale",28/mag/1999 (23),"2,00 mln €",US Salernitana,2021
Simy,"Simy            




            Punta centrale",07/mag/1992 (30),"1,50 mln €",US Salernitana,2021
Milan Djuric,"Milan Djuric  




            Punta centrale",22/mag/1990 (32),"1,50 mln €",US Salernitana,2021
Cedric Gondo,"Cedric Gondo            




            Punta centrale",25/nov/1996 (25),700 mila €,US Salernitana,2021
Edoardo Vergani,"Edoardo Vergani            




            Punta centrale",06/feb/2001 (21),600 mila €,US Salernitana,2021
